L_Id,Date of Creation,Agent Category Assigned,Type of Request,Description of the Request,Location,Street Type,Region Type,Ward No,Estimated Date of Completion,Request Solution Category,Actual Date of Completion,Team Assigned,A_1,A_2,Problem Category
LM_3298,29-12-2018 03:41,1,14,23,13,11361,0,3,29-12-2018 12:41,4,29-12-2018 05:15,47,3,3,1
LM_3299,27-11-2018 12:13,1,10,3,13,,4,31,27-11-2018 21:13,12,,0,5,5,0
LM_3300,10-10-2018 02:31,1,10,2,13,,4,31,10-10-2018 11:31,12,,0,5,5,2
LM_3301,13-12-2018 10:48,1,10,34,13,11205,0,7,13-12-2018 19:48,4,13-12-2018 14:38,7,1,1,1
LM_3302,01-12-2018 00:38,1,15,6,13,10033,1,30,01-12-2018 09:38,8,01-12-2018 03:01,50,2,2,1
LM_3303,19-12-2018 04:14,1,11,22,0,10471,2,6,19-12-2018 13:14,4,19-12-2018 09:57,32,0,0,1
LM_3304,23-12-2018 08:06,1,2,27,13,11372,0,22,23-12-2018 17:06,8,23-12-2018 14:26,14,3,3,1
LM_3305,16-12-2018 14:47,1,10,34,13,10003,0,30,16-12-2018 23:47,6,16-12-2018 19:15,8,2,2,1
LM_3306,05-12-2018 14:30,1,10,34,13,11366,0,18,05-12-2018 23:30,6,05-12-2018 15:46,35,3,3,1
LM_3307,15-12-2018 14:35,1,10,15,13,10031,0,30,15-12-2018 23:35,8,15-12-2018 17:32,38,2,2,1
LM_3308,08-12-2018 06:54,1,15,17,13,11219,0,7,08-12-2018 15:54,4,08-12-2018 16:48,49,1,1,1
LM_3309,17-12-2018 23:26,1,2,27,13,11379,0,28,18-12-2018 08:26,2,18-12-2018 03:40,23,3,3,1
LM_3310,13-12-2018 17:43,1,15,17,13,11220,0,7,14-12-2018 02:43,8,14-12-2018 03:07,29,1,1,1
LM_3311,13-12-2018 20:42,1,15,17,13,11206,0,7,14-12-2018 05:42,8,14-12-2018 03:17,2,1,1,1
LM_3312,15-12-2018 01:02,1,3,41,13,11203,0,7,15-12-2018 10:02,7,15-12-2018 05:44,58,1,1,1
LM_3313,01-12-2018 23:00,1,14,23,13,11233,0,7,02-12-2018 08:00,8,02-12-2018 07:33,12,1,1,1
LM_3314,30-12-2018 01:35,1,14,22,13,10468,0,6,30-12-2018 10:35,4,30-12-2018 08:35,28,0,0,1
LM_3315,24-12-2018 11:49,1,14,22,13,11238,0,7,24-12-2018 20:49,8,24-12-2018 14:56,33,1,1,1
LM_3316,09-12-2018 01:56,1,11,22,0,10040,0,30,09-12-2018 10:56,7,09-12-2018 05:59,50,2,2,1
LM_3317,20-12-2018 17:42,1,11,23,12,10036,0,30,21-12-2018 02:42,2,20-12-2018 21:26,18,2,2,1
LM_3318,22-12-2018 21:08,1,10,2,13,11385,0,38,23-12-2018 06:08,6,23-12-2018 04:32,23,3,3,1
LM_3319,13-12-2018 20:12,1,0,35,10,11220,0,7,14-12-2018 05:12,8,13-12-2018 23:18,41,1,1,1
LM_3320,19-12-2018 04:00,1,2,27,13,10469,0,6,19-12-2018 13:00,4,19-12-2018 11:08,48,0,0,1
LM_3321,07-12-2018 17:23,1,10,34,13,10017,0,30,08-12-2018 02:23,7,07-12-2018 18:59,26,2,2,1
LM_3322,04-12-2018 04:24,1,10,34,13,11374,2,36,04-12-2018 13:24,10,04-12-2018 05:34,27,3,3,1
LM_3323,07-12-2018 23:36,1,10,3,13,11249,0,7,08-12-2018 08:36,6,08-12-2018 00:58,2,1,1,1
LM_3324,17-04-2018 22:51,1,14,23,13,,4,31,18-04-2018 07:51,12,,0,5,5,0
LM_3325,02-12-2018 18:23,1,10,34,13,11373,0,13,03-12-2018 03:23,6,02-12-2018 20:55,19,3,3,1
LM_3326,09-12-2018 01:41,1,11,22,0,10009,0,30,09-12-2018 10:41,7,09-12-2018 02:58,13,2,2,1
LM_3327,20-12-2018 22:41,1,10,10,13,11220,0,7,21-12-2018 07:41,8,21-12-2018 03:40,41,1,1,1
LM_3328,16-12-2018 23:54,1,14,23,13,10028,0,30,17-12-2018 08:54,4,17-12-2018 18:33,34,2,2,1
LM_3329,15-12-2018 22:27,1,11,22,12,10001,0,30,16-12-2018 07:27,7,16-12-2018 01:21,22,2,2,1
LM_3330,06-12-2018 07:25,1,10,3,13,11217,2,7,06-12-2018 16:25,8,06-12-2018 09:58,25,1,1,1
LM_3331,23-12-2018 21:03,1,10,34,13,11429,0,35,24-12-2018 06:03,8,24-12-2018 18:20,53,3,3,1
LM_3332,01-12-2018 12:17,1,10,15,13,11220,0,7,01-12-2018 21:17,8,01-12-2018 18:54,29,1,1,1
LM_3333,15-12-2018 11:28,1,10,2,13,11220,0,7,15-12-2018 20:28,4,15-12-2018 18:27,29,1,1,1
LM_3334,02-12-2018 12:34,1,2,27,13,11435,0,23,02-12-2018 21:34,8,02-12-2018 18:57,35,3,3,1
LM_3335,05-12-2018 00:15,1,14,22,13,11211,0,7,05-12-2018 09:15,8,05-12-2018 07:33,2,1,1,1
LM_3336,20-07-2018 16:24,1,10,2,6,11238,0,7,21-07-2018 01:24,4,,33,1,1,2
LM_3337,13-12-2018 01:32,1,14,22,13,10025,0,30,13-12-2018 10:32,7,13-12-2018 06:09,30,2,2,1
LM_3338,27-12-2018 00:04,1,14,23,13,11375,0,17,27-12-2018 09:04,7,27-12-2018 04:46,27,3,3,1
LM_3339,07-12-2018 23:53,1,2,27,13,11368,0,11,08-12-2018 08:53,2,08-12-2018 07:04,19,3,3,1
LM_3340,10-12-2018 00:12,1,2,27,13,11229,0,7,10-12-2018 09:12,4,10-12-2018 10:20,56,1,1,1
LM_3341,29-12-2018 12:21,1,10,10,13,11368,2,11,29-12-2018 21:21,7,29-12-2018 17:23,14,3,3,1
LM_3342,15-12-2018 16:35,1,2,27,13,11363,0,25,16-12-2018 01:35,4,15-12-2018 20:39,47,3,3,1
LM_3343,15-12-2018 16:18,1,10,10,13,11416,0,33,16-12-2018 01:18,7,18-12-2018 10:37,39,3,3,1
LM_3344,22-12-2018 06:10,1,2,27,13,11236,0,7,22-12-2018 15:10,4,22-12-2018 13:45,59,1,1,1
LM_3345,10-12-2018 22:44,1,3,41,13,11101,0,26,11-12-2018 07:44,10,11-12-2018 00:10,9,3,3,1
LM_3346,21-12-2018 14:35,1,15,5,13,11222,2,7,21-12-2018 23:35,7,21-12-2018 17:14,2,1,1,1
LM_3347,19-12-2018 21:51,1,10,2,13,11208,0,7,20-12-2018 06:51,6,19-12-2018 23:42,21,1,1,1
LM_3348,17-12-2018 11:10,1,2,31,13,10029,0,30,17-12-2018 20:10,11,17-12-2018 15:56,46,2,2,1
LM_3349,26-12-2018 15:32,1,10,34,13,10314,0,45,27-12-2018 00:32,6,26-12-2018 16:49,10,4,4,1
LM_3350,28-12-2018 00:47,1,14,23,13,10035,0,30,28-12-2018 09:47,8,28-12-2018 02:35,46,2,2,1
LM_3351,16-12-2018 11:00,1,2,31,13,11230,0,7,16-12-2018 20:00,4,16-12-2018 22:35,54,1,1,1
LM_3352,19-12-2018 00:36,1,2,27,13,10305,0,45,19-12-2018 09:36,6,19-12-2018 07:58,5,4,4,1
LM_3353,20-07-2018 13:03,1,2,27,6,11222,0,7,20-07-2018 22:03,8,20-07-2018 17:21,2,1,1,0
LM_3354,06-12-2018 01:58,1,2,27,13,11369,0,12,06-12-2018 10:58,2,06-12-2018 04:52,14,3,3,1
LM_3355,30-11-2018 15:15,1,2,27,13,11106,0,1,01-12-2018 00:15,2,30-11-2018 21:23,4,3,3,1
LM_3356,26-12-2018 02:28,1,11,22,0,11223,0,7,26-12-2018 11:28,6,26-12-2018 11:21,56,1,1,1
LM_3357,15-12-2018 22:23,1,10,10,13,10461,0,6,16-12-2018 07:23,6,16-12-2018 04:36,44,0,0,1
LM_3358,09-12-2018 00:51,1,2,27,13,11236,0,7,09-12-2018 09:51,8,09-12-2018 04:54,59,1,1,1
LM_3359,18-12-2018 21:26,1,2,27,13,11435,0,23,19-12-2018 06:26,2,19-12-2018 00:54,35,3,3,1
LM_3360,03-12-2018 10:11,1,2,27,13,11221,0,7,03-12-2018 19:11,4,03-12-2018 19:21,12,1,1,1
LM_3361,23-12-2018 18:01,1,2,27,13,10459,0,6,24-12-2018 03:01,2,23-12-2018 20:27,6,0,0,1
LM_3362,20-12-2018 02:52,1,10,2,13,11228,0,7,20-12-2018 11:52,2,20-12-2018 05:13,45,1,1,1
LM_3363,23-12-2018 23:31,1,2,27,13,11368,0,11,24-12-2018 08:31,10,24-12-2018 01:37,14,3,3,1
LM_3364,22-12-2018 20:32,1,2,27,13,11436,0,23,23-12-2018 05:32,4,23-12-2018 01:17,51,3,3,1
LM_3365,10-12-2018 00:50,1,15,6,13,10030,0,30,10-12-2018 09:50,8,10-12-2018 05:43,42,2,2,1
LM_3366,31-12-2018 00:05,1,17,40,13,10312,0,45,31-12-2018 09:05,6,31-12-2018 03:21,15,4,4,1
LM_3367,24-12-2018 15:08,1,3,41,13,10314,0,45,25-12-2018 00:08,8,24-12-2018 17:03,5,4,4,1
LM_3368,01-08-2018 15:42,1,10,10,13,,4,31,02-08-2018 00:42,12,,0,5,5,2
LM_3369,09-12-2018 13:16,1,10,34,13,11207,0,7,09-12-2018 22:16,4,09-12-2018 17:19,17,1,1,1
LM_3370,15-12-2018 12:45,1,2,27,13,11205,0,7,15-12-2018 21:45,2,15-12-2018 15:48,7,1,1,1
LM_3371,06-12-2018 12:02,1,20,39,13,10002,2,30,06-12-2018 21:02,7,06-12-2018 15:30,13,2,2,1
LM_3372,09-05-2018 00:13,1,2,27,13,10459,0,6,09-05-2018 09:13,13,,11,0,0,0
LM_3373,25-12-2018 21:36,1,2,27,13,11236,0,7,26-12-2018 06:36,8,26-12-2018 03:24,59,1,1,1
LM_3374,02-12-2018 14:15,1,16,25,13,10018,0,30,02-12-2018 23:15,7,02-12-2018 17:05,22,2,2,1
LM_3375,13-12-2018 15:51,1,10,34,13,10469,0,6,14-12-2018 00:51,7,14-12-2018 08:46,48,0,0,1
LM_3376,17-12-2018 11:01,1,0,26,10,11219,0,7,17-12-2018 20:01,8,17-12-2018 12:34,41,1,1,1
LM_3377,10-12-2018 01:39,1,2,31,13,11218,0,7,10-12-2018 10:39,2,10-12-2018 07:12,49,1,1,1
LM_3378,28-12-2018 12:34,1,2,27,13,10458,0,6,28-12-2018 21:34,4,28-12-2018 16:38,28,0,0,1
LM_3379,30-11-2018 14:05,1,10,3,13,11205,1,7,30-11-2018 23:05,8,30-11-2018 16:40,12,1,1,1
LM_3380,04-12-2018 02:54,1,11,22,0,11101,0,26,04-12-2018 11:54,7,04-12-2018 07:26,4,3,3,1
LM_3381,29-12-2018 15:48,1,18,11,13,11432,0,23,30-12-2018 00:48,8,29-12-2018 22:26,35,3,3,1
LM_3382,13-12-2018 16:31,1,3,41,13,10305,0,45,14-12-2018 01:31,7,14-12-2018 00:10,10,4,4,1
LM_3383,29-12-2018 01:13,1,14,23,13,10031,0,30,29-12-2018 10:13,8,29-12-2018 05:16,38,2,2,1
LM_3384,12-12-2018 19:54,1,10,14,13,10011,0,30,13-12-2018 04:54,8,13-12-2018 00:57,18,2,2,1
LM_3385,04-12-2018 17:24,1,3,41,13,11422,2,40,05-12-2018 02:24,6,05-12-2018 07:04,53,3,3,1
LM_3386,01-04-2018 19:01,1,10,14,13,,4,31,02-04-2018 04:01,12,,0,5,5,2
LM_3387,16-12-2018 20:23,1,2,31,13,11204,0,7,17-12-2018 05:23,2,16-12-2018 23:22,45,1,1,1
LM_3388,14-12-2018 07:24,1,3,41,13,10308,0,45,14-12-2018 16:24,6,14-12-2018 09:37,15,4,4,1
LM_3389,24-12-2018 02:21,1,14,22,13,10468,0,6,24-12-2018 11:21,8,24-12-2018 05:47,28,0,0,1
LM_3390,03-12-2018 21:20,1,10,34,13,11220,0,7,04-12-2018 06:20,4,04-12-2018 01:17,49,1,1,1
LM_3391,19-10-2018 18:59,1,10,34,13,,4,31,20-10-2018 03:59,12,,0,5,5,0
LM_3392,29-12-2018 02:01,1,11,22,12,11211,0,7,29-12-2018 11:01,8,29-12-2018 04:27,2,1,1,1
LM_3393,13-12-2018 22:31,1,10,30,13,10469,0,6,14-12-2018 07:31,6,14-12-2018 09:32,48,0,0,1
LM_3394,29-12-2018 00:38,1,10,2,13,11355,0,16,29-12-2018 09:38,4,29-12-2018 05:25,31,3,3,1
LM_3395,25-12-2018 14:15,1,19,25,13,10003,2,30,25-12-2018 23:15,8,25-12-2018 17:27,22,2,2,1
LM_3396,02-12-2018 23:11,1,10,34,13,10464,2,6,03-12-2018 08:11,8,03-12-2018 08:09,40,0,0,1
LM_3397,27-12-2018 15:00,1,3,41,13,11422,0,40,28-12-2018 00:00,7,27-12-2018 22:57,53,3,3,1
LM_3398,26-12-2018 18:07,1,10,2,13,11234,0,7,27-12-2018 03:07,8,27-12-2018 09:33,59,1,1,1
LM_3399,19-12-2018 18:48,1,2,27,13,11236,0,7,20-12-2018 03:48,4,19-12-2018 22:01,59,1,1,1
LM_3400,06-12-2018 06:31,1,15,6,13,11219,0,7,06-12-2018 15:31,4,06-12-2018 08:34,41,1,1,1
LM_3401,22-12-2018 12:21,1,10,37,13,11204,2,7,22-12-2018 21:21,7,22-12-2018 15:47,49,1,1,1
LM_3402,18-12-2018 22:41,1,10,2,13,11219,0,7,19-12-2018 07:41,7,19-12-2018 08:32,49,1,1,1
LM_3403,05-12-2018 02:44,1,11,22,0,11421,0,48,05-12-2018 11:44,8,05-12-2018 07:36,39,3,3,1
LM_3404,04-09-2018 00:21,1,14,23,13,,4,31,04-09-2018 09:21,12,,0,5,5,0
LM_3405,26-12-2018 15:50,1,10,2,13,11358,0,16,27-12-2018 00:50,4,27-12-2018 01:08,31,3,3,1
LM_3406,02-12-2018 16:21,1,10,10,13,11373,0,13,03-12-2018 01:21,6,02-12-2018 20:58,19,3,3,1
LM_3407,09-12-2018 02:40,1,10,10,13,11226,1,7,09-12-2018 11:40,7,09-12-2018 05:36,58,1,1,1
LM_3408,08-12-2018 12:04,1,3,41,13,11234,0,7,08-12-2018 21:04,10,08-12-2018 13:16,59,1,1,1
LM_3409,17-12-2018 17:11,1,3,41,13,11356,0,10,18-12-2018 02:11,7,17-12-2018 22:31,31,3,3,1
LM_3410,17-12-2018 07:08,1,2,27,13,11432,0,23,17-12-2018 16:08,4,17-12-2018 10:38,35,3,3,1
LM_3411,15-12-2018 19:33,1,2,31,13,11204,0,7,16-12-2018 04:33,8,16-12-2018 00:33,45,1,1,1
LM_3412,28-12-2018 12:33,1,10,34,13,11693,1,14,28-12-2018 21:33,8,28-12-2018 15:35,55,3,3,1
LM_3413,04-12-2018 09:16,1,2,27,13,10453,0,6,04-12-2018 18:16,2,04-12-2018 11:38,20,0,0,1
LM_3414,15-12-2018 23:00,1,14,23,13,10465,0,6,16-12-2018 08:00,7,16-12-2018 01:34,40,0,0,1
LM_3415,04-12-2018 12:46,1,10,34,13,10018,0,30,04-12-2018 21:46,2,04-12-2018 15:39,18,2,2,1
LM_3416,10-12-2018 00:18,1,11,22,0,10019,0,30,10-12-2018 09:18,8,10-12-2018 04:19,18,2,2,1
LM_3417,08-12-2018 12:47,1,10,15,13,11231,1,7,08-12-2018 21:47,7,08-12-2018 15:24,25,1,1,1
LM_3418,20-12-2018 08:03,1,10,14,13,11223,0,7,20-12-2018 17:03,4,20-12-2018 21:34,56,1,1,1
LM_3419,25-12-2018 08:24,1,0,26,10,11223,0,7,25-12-2018 17:24,7,26-12-2018 15:03,56,1,1,1
LM_3420,19-12-2018 00:11,1,11,22,0,11218,0,7,19-12-2018 09:11,8,19-12-2018 08:26,49,1,1,1
LM_3421,10-12-2018 04:27,1,14,23,13,10016,1,30,10-12-2018 13:27,8,10-12-2018 05:58,26,2,2,1
LM_3422,30-09-2018 21:59,1,11,1,12,,4,31,01-10-2018 06:59,12,,0,5,5,2
LM_3423,30-12-2018 09:09,1,2,27,13,10031,0,30,30-12-2018 18:09,7,30-12-2018 13:26,38,2,2,1
LM_3424,06-12-2018 02:37,1,11,22,0,11369,2,12,06-12-2018 11:37,8,06-12-2018 04:29,14,3,3,1
LM_3425,24-12-2018 19:51,1,0,26,13,11206,0,7,25-12-2018 04:51,8,24-12-2018 21:57,2,1,1,1
LM_3426,07-12-2018 01:04,1,2,31,13,11435,2,23,07-12-2018 10:04,2,07-12-2018 12:28,35,3,3,1
LM_3427,01-04-2018 23:50,1,10,10,13,,4,31,02-04-2018 08:50,12,,0,5,5,0
LM_3428,09-12-2018 13:14,1,10,3,13,11201,0,7,09-12-2018 22:14,8,09-12-2018 17:17,7,1,1,1
LM_3429,03-05-2018 06:37,1,10,2,13,,4,31,03-05-2018 15:37,12,,0,5,5,2
LM_3430,16-12-2018 10:56,1,2,27,13,11235,0,7,16-12-2018 19:56,4,17-12-2018 09:52,56,1,1,1
LM_3431,13-12-2018 22:57,1,10,34,13,11209,0,7,14-12-2018 07:57,6,14-12-2018 06:39,41,1,1,1
LM_3432,19-12-2018 02:27,1,11,22,0,11206,0,7,19-12-2018 11:27,7,19-12-2018 04:06,2,1,1,1
LM_3433,14-12-2018 20:54,1,14,23,13,10027,0,30,15-12-2018 05:54,8,14-12-2018 22:49,42,2,2,1
LM_3434,19-12-2018 02:04,1,15,17,13,10309,0,45,19-12-2018 11:04,8,19-12-2018 04:29,15,4,4,1
LM_3435,23-07-2018 23:50,1,11,23,12,,4,31,24-07-2018 08:50,12,,0,5,5,2
LM_3436,17-12-2018 16:39,1,2,27,13,11219,0,7,18-12-2018 01:39,6,17-12-2018 19:37,49,1,1,1
LM_3437,04-12-2018 02:19,1,2,27,13,11377,0,49,04-12-2018 11:19,8,04-12-2018 15:18,9,3,3,1
LM_3438,09-12-2018 18:21,1,11,23,12,10036,0,30,10-12-2018 03:21,8,09-12-2018 22:52,18,2,2,1
LM_3439,27-12-2018 07:05,1,15,17,13,10026,2,30,27-12-2018 16:05,7,27-12-2018 09:48,30,2,2,1
LM_3440,10-12-2018 08:43,1,2,27,13,11207,0,7,10-12-2018 17:43,4,10-12-2018 18:24,21,1,1,1
LM_3441,07-12-2018 14:18,1,2,27,13,10458,0,6,07-12-2018 23:18,4,07-12-2018 17:31,24,0,0,1
LM_3442,12-12-2018 18:23,1,0,26,13,10014,0,30,13-12-2018 03:23,4,12-12-2018 22:36,8,2,2,1
LM_3443,16-12-2018 17:29,1,2,31,13,11230,0,7,17-12-2018 02:29,4,16-12-2018 22:40,54,1,1,1
LM_3444,04-12-2018 22:52,1,11,22,12,11377,0,49,05-12-2018 07:52,8,05-12-2018 09:44,9,3,3,1
LM_3445,20-12-2018 10:40,1,2,27,13,11373,0,13,20-12-2018 19:40,2,20-12-2018 17:30,19,3,3,1
LM_3446,08-12-2018 00:55,1,10,10,13,10462,0,6,08-12-2018 09:55,6,08-12-2018 02:44,36,0,0,1
LM_3447,03-12-2018 16:29,1,10,34,13,11435,0,23,04-12-2018 01:29,6,03-12-2018 20:50,35,3,3,1
LM_3448,01-12-2018 18:24,1,10,3,13,10314,0,45,02-12-2018 03:24,4,02-12-2018 05:36,10,4,4,1
LM_3449,02-07-2018 18:02,1,14,22,13,,4,31,03-07-2018 03:02,12,,0,5,5,2
LM_3450,02-12-2018 18:53,1,10,10,13,11105,0,1,03-12-2018 03:53,6,02-12-2018 22:28,4,3,3,1
LM_3451,20-12-2018 20:05,1,2,27,13,11419,0,43,21-12-2018 05:05,10,21-12-2018 00:52,39,3,3,1
LM_3452,22-12-2018 16:42,1,2,31,13,11378,0,27,23-12-2018 01:42,8,23-12-2018 06:52,23,3,3,1
LM_3453,21-12-2018 02:18,1,2,27,13,11236,0,7,21-12-2018 11:18,2,21-12-2018 05:54,59,1,1,1
LM_3454,03-12-2018 19:39,1,2,27,13,11378,0,27,04-12-2018 04:39,6,03-12-2018 22:30,23,3,3,1
LM_3455,27-12-2018 11:37,1,2,31,13,11366,0,18,27-12-2018 20:37,15,27-12-2018 20:47,35,3,3,1
LM_3456,03-12-2018 21:34,1,2,27,13,11385,0,38,04-12-2018 06:34,4,04-12-2018 01:10,23,3,3,1
LM_3457,15-12-2018 08:37,1,10,34,13,10128,0,30,15-12-2018 17:37,15,15-12-2018 12:57,34,2,2,1
LM_3458,16-05-2018 03:29,1,11,22,0,,4,31,16-05-2018 12:29,12,,0,5,5,0
LM_3459,28-12-2018 21:31,1,2,27,13,11219,0,7,29-12-2018 06:31,4,29-12-2018 00:59,49,1,1,1
LM_3460,21-12-2018 17:07,1,2,27,13,11366,0,18,22-12-2018 02:07,8,22-12-2018 01:20,35,3,3,1
LM_3461,11-12-2018 03:05,1,11,22,12,11231,1,7,11-12-2018 12:05,7,11-12-2018 05:03,25,1,1,1
LM_3462,26-12-2018 21:51,1,11,22,12,10034,0,30,27-12-2018 06:51,7,27-12-2018 02:06,50,2,2,1
LM_3463,01-12-2018 08:46,1,10,14,13,11355,0,16,01-12-2018 17:46,4,01-12-2018 11:03,31,3,3,1
LM_3464,05-12-2018 15:59,1,10,15,13,10035,2,30,06-12-2018 00:59,8,05-12-2018 18:45,42,2,2,1
LM_3465,22-12-2018 02:29,1,14,23,13,11418,0,37,22-12-2018 11:29,8,22-12-2018 07:04,39,3,3,1
LM_3466,22-12-2018 13:40,1,10,34,13,11220,0,7,22-12-2018 22:40,4,22-12-2018 18:05,29,1,1,1
LM_3467,27-12-2018 09:30,1,2,27,13,11203,0,7,27-12-2018 18:30,8,27-12-2018 12:20,58,1,1,1
LM_3468,01-12-2018 16:40,1,10,3,13,11205,0,7,02-12-2018 01:40,4,01-12-2018 22:35,12,1,1,1
LM_3469,09-12-2018 21:57,1,10,34,13,11106,0,1,10-12-2018 06:57,4,10-12-2018 03:21,4,3,3,1
LM_3470,17-12-2018 08:46,1,10,3,13,11208,0,7,17-12-2018 17:46,6,17-12-2018 14:56,21,1,1,1
LM_3471,27-12-2018 02:21,1,10,2,13,11218,0,7,27-12-2018 11:21,2,27-12-2018 06:30,49,1,1,1
LM_3472,06-12-2018 16:35,1,3,41,13,11378,0,27,07-12-2018 01:35,10,06-12-2018 19:19,23,3,3,1
LM_3473,02-12-2018 13:58,1,10,14,13,11434,0,23,02-12-2018 22:58,4,02-12-2018 16:02,51,3,3,1
LM_3474,16-12-2018 08:03,1,10,3,13,11225,0,7,16-12-2018 17:03,4,16-12-2018 11:36,37,1,1,1
LM_3475,30-12-2018 18:16,1,10,34,13,11204,0,7,31-12-2018 03:16,2,30-12-2018 22:30,49,1,1,1
LM_3476,10-12-2018 12:56,1,15,6,13,10460,0,6,10-12-2018 21:56,8,10-12-2018 21:55,36,0,0,1
LM_3477,09-12-2018 15:34,1,2,27,13,11220,0,7,10-12-2018 00:34,8,09-12-2018 17:45,29,1,1,1
LM_3478,18-12-2018 09:03,1,2,27,13,11419,0,43,18-12-2018 18:03,2,18-12-2018 11:08,39,3,3,1
LM_3479,27-12-2018 23:06,1,2,27,13,11230,0,7,28-12-2018 08:06,7,28-12-2018 01:10,49,1,1,1
LM_3480,01-12-2018 10:18,1,10,34,13,11379,0,28,01-12-2018 19:18,10,02-12-2018 04:32,23,3,3,1
LM_3481,14-12-2018 23:19,1,14,22,13,10034,0,30,15-12-2018 08:19,8,15-12-2018 03:29,50,2,2,1
LM_3482,22-12-2018 21:45,1,10,10,13,11365,0,18,23-12-2018 06:45,8,23-12-2018 00:30,47,3,3,1
LM_3483,09-12-2018 22:58,1,3,41,13,11234,1,7,10-12-2018 07:58,8,10-12-2018 04:30,59,1,1,1
LM_3484,06-12-2018 09:45,1,2,27,13,11214,0,7,06-12-2018 18:45,2,06-12-2018 11:33,45,1,1,1
LM_3485,20-12-2018 18:53,1,10,34,13,11214,1,7,21-12-2018 03:53,4,21-12-2018 03:50,45,1,1,1
LM_3486,02-12-2018 21:28,1,11,5,12,10075,0,30,03-12-2018 06:28,6,03-12-2018 00:43,34,2,2,1
LM_3487,01-12-2018 14:27,1,3,41,13,11231,0,7,01-12-2018 23:27,6,01-12-2018 17:37,25,1,1,1
LM_3488,01-12-2018 19:22,1,2,27,13,10029,0,30,02-12-2018 04:22,4,01-12-2018 23:42,46,2,2,1
LM_3489,24-12-2018 23:04,1,2,27,13,11354,0,16,25-12-2018 08:04,8,25-12-2018 01:13,31,3,3,1
LM_3490,01-12-2018 23:30,1,11,6,12,10040,0,30,02-12-2018 08:30,8,02-12-2018 02:33,50,2,2,1
LM_3491,01-12-2018 00:27,1,2,27,13,10460,0,6,01-12-2018 09:27,4,01-12-2018 09:12,24,0,0,1
LM_3492,03-12-2018 10:53,1,3,41,13,11222,0,7,03-12-2018 19:53,8,03-12-2018 13:53,2,1,1,1
LM_3493,12-12-2018 01:40,1,11,22,12,10034,0,30,12-12-2018 10:40,7,12-12-2018 06:10,50,2,2,1
LM_3494,12-12-2018 09:43,1,10,34,13,10306,0,45,12-12-2018 18:43,4,12-12-2018 17:59,15,4,4,1
LM_3495,23-12-2018 23:59,1,15,6,13,11226,0,7,24-12-2018 08:59,7,24-12-2018 01:30,58,1,1,1
LM_3496,24-06-2018 14:13,1,10,3,13,,4,31,24-06-2018 23:13,12,,0,5,5,0
LM_3497,19-12-2018 01:17,1,14,22,13,11232,0,7,19-12-2018 10:17,8,19-12-2018 09:55,29,1,1,1
LM_3498,14-12-2018 10:46,1,10,34,13,10038,0,30,14-12-2018 19:46,7,14-12-2018 14:49,3,2,2,1
LM_3499,07-12-2018 22:22,1,10,10,13,11229,0,7,08-12-2018 07:22,6,08-12-2018 00:23,59,1,1,1
LM_3500,27-12-2018 17:52,1,10,34,13,11375,3,17,28-12-2018 02:52,4,28-12-2018 01:49,27,3,3,1
LM_3501,12-12-2018 03:57,1,14,23,13,10302,0,45,12-12-2018 12:57,8,12-12-2018 09:49,5,4,4,1
LM_3502,15-12-2018 22:17,1,2,31,13,11101,0,26,16-12-2018 07:17,8,16-12-2018 06:46,9,3,3,1
LM_3503,08-12-2018 15:51,1,14,23,13,10472,0,6,09-12-2018 00:51,8,08-12-2018 18:20,36,0,0,1
LM_3504,27-12-2018 08:39,1,10,34,13,11231,0,7,27-12-2018 17:39,2,27-12-2018 10:57,25,1,1,1
LM_3505,01-12-2018 19:00,1,14,22,13,10009,2,30,02-12-2018 04:00,7,01-12-2018 20:19,13,2,2,1
LM_3506,04-06-2018 19:11,1,3,41,13,,4,31,05-06-2018 04:11,12,,0,5,5,2
LM_3507,18-12-2018 23:26,1,14,22,13,10031,0,30,19-12-2018 08:26,8,19-12-2018 00:58,38,2,2,1
LM_3508,21-12-2018 05:03,1,15,5,13,11206,0,7,21-12-2018 14:03,8,21-12-2018 10:17,2,1,1,1
LM_3509,30-12-2018 14:11,1,10,2,13,11229,0,7,30-12-2018 23:11,8,30-12-2018 22:00,56,1,1,1
LM_3510,20-07-2018 13:42,1,2,27,6,11222,0,7,20-07-2018 22:42,7,20-07-2018 17:22,2,1,1,0
LM_3511,18-12-2018 22:50,1,2,31,13,10026,0,30,19-12-2018 07:50,4,19-12-2018 00:58,42,2,2,1
LM_3512,02-12-2018 00:20,1,14,23,13,11233,0,7,02-12-2018 09:20,8,02-12-2018 07:34,12,1,1,1
LM_3513,30-12-2018 09:44,1,10,34,13,11377,1,49,30-12-2018 18:44,8,30-12-2018 13:18,9,3,3,1
LM_3514,18-12-2018 16:37,1,10,10,13,10306,0,45,19-12-2018 01:37,6,18-12-2018 17:51,15,4,4,1
LM_3515,21-12-2018 19:51,1,2,27,13,11375,0,17,22-12-2018 04:51,6,21-12-2018 21:38,27,3,3,1
LM_3516,26-12-2018 15:27,1,1,25,10,10472,1,6,27-12-2018 00:27,8,27-12-2018 00:41,36,0,0,1
LM_3517,11-12-2018 21:32,1,10,10,13,11228,0,7,12-12-2018 06:32,4,12-12-2018 04:11,41,1,1,1
